slug	refId	source	status	ok	url	finalUrl	error	citation
arnfinn-nesset	ref-nesset-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Arnfinn_Nesset	https://en.wikipedia.org/wiki/Arnfinn_Nesset		Eidsivating Court of Appeal, Nesset (1983).
arnfinn-nesset	NRK — Nesset case documentary archive	multilingual-source	200	true	https://en.wikipedia.org/wiki/Arnfinn_Nesset	https://en.wikipedia.org/wiki/Arnfinn_Nesset		NRK — Nesset case documentary archive
andras-pandy	ref-pandy-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Andr%C3%A1s_P%C3%A1ndy	https://en.wikipedia.org/wiki/Andr%C3%A1s_P%C3%A1ndy		Brussels Court of Assizes, Pándy trial (6 March 2002).
andras-pandy	La Libre — Pándy case	multilingual-source	200	true	https://en.wikipedia.org/wiki/Andr%C3%A1s_P%C3%A1ndy	https://en.wikipedia.org/wiki/Andr%C3%A1s_P%C3%A1ndy		La Libre — Pándy case
romulus-veres	ref-veres-1	multilingual-ref	200	true	https://ro.wikipedia.org/wiki/Romulus_Vere%C8%99	https://ro.wikipedia.org/wiki/Romulus_Vere%C8%99		Cluj court and psychiatric commitment records via Romanian press (1974–1976).
romulus-veres	Adevărul — Vereș case	multilingual-source	200	true	https://ro.wikipedia.org/wiki/Romulus_Vere%C8%99	https://ro.wikipedia.org/wiki/Romulus_Vere%C8%99		Adevărul — Vereș case
ozgur-dengiz	ref-dengiz-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/%C3%96zg%C3%BCr_Dengiz	https://en.wikipedia.org/wiki/%C3%96zg%C3%BCr_Dengiz		Ankara Heavy Penal Court, Dengiz (2008).
ozgur-dengiz	Hürriyet — Dengiz case	multilingual-source	200	true	https://en.wikipedia.org/wiki/%C3%96zg%C3%BCr_Dengiz	https://en.wikipedia.org/wiki/%C3%96zg%C3%BCr_Dengiz		Hürriyet — Dengiz case
juraj-krajcik	ref-krajcik-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/2022_Bratislava_shooting	https://en.wikipedia.org/wiki/2022_Bratislava_shooting		2022 Tepláreň bar attack — Slovak investigation and terrorism classification.
juraj-krajcik	SME — Krajčík case	multilingual-source	200	true	https://en.wikipedia.org/wiki/2022_Bratislava_shooting	https://en.wikipedia.org/wiki/2022_Bratislava_shooting		SME — Krajčík case
vlado-taneski	ref-taneski-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Vlado_Taneski	https://en.wikipedia.org/wiki/Vlado_Taneski		Regional Balkan court and press reporting on Taneski (2008).
vlado-taneski	Blic — Taneski case (regional coverage)	multilingual-source	200	true	https://en.wikipedia.org/wiki/Vlado_Taneski	https://en.wikipedia.org/wiki/Vlado_Taneski		Blic — Taneski case (regional coverage)
petr-zelenka	ref-zelenka-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Petr_Zelenka_(serial_killer)	https://en.wikipedia.org/wiki/Petr_Zelenka_(serial_killer)		High Court in Prague, Zelenka appeal (2009).
petr-zelenka	iDNES.cz — Zelenka case	multilingual-source	200	true	https://en.wikipedia.org/wiki/Petr_Zelenka_(serial_killer)	https://en.wikipedia.org/wiki/Petr_Zelenka_(serial_killer)		iDNES.cz — Zelenka case
ershad-sikder	ref-sikder-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Ershad_Sikder	https://en.wikipedia.org/wiki/Ershad_Sikder		Barisal court verdict via Prothom Alo (2000s).
ershad-sikder	Prothom Alo — Sikder case	multilingual-source	200	true	https://en.wikipedia.org/wiki/Ershad_Sikder	https://en.wikipedia.org/wiki/Ershad_Sikder		Prothom Alo — Sikder case
saeed-hanaei-esfahan	ref-hanaei-fa-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Saeed_Hanaei	https://en.wikipedia.org/wiki/Saeed_Hanaei		Esfahan judiciary announcement and Hamshahri archive (2001–2002).
saeed-hanaei-esfahan	Hamshahri — Hanaei trial coverage	multilingual-source	200	true	https://en.wikipedia.org/wiki/Saeed_Hanaei	https://en.wikipedia.org/wiki/Saeed_Hanaei		Hamshahri — Hanaei trial coverage
le-van-luyen	ref-luyen-1	multilingual-ref	200	true	https://vi.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Luy%E1%BB%87n	https://vi.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Luy%E1%BB%87n		Bắc Giang People's Court, Luyện verdict (11 January 2012).
le-van-luyen	Dân trí — Luyện sentencing	multilingual-source	200	true	https://vi.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Luy%E1%BB%87n	https://vi.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Luy%E1%BB%87n		Dân trí — Luyện sentencing
antonis-daglis	ref-daglis-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Antonis_Daglis	https://en.wikipedia.org/wiki/Antonis_Daglis		Athens Mixed Jury Court, Daglis (23 January 1997).
antonis-daglis	To Vima — Daglis case archive	multilingual-source	200	true	https://en.wikipedia.org/wiki/Antonis_Daglis	https://en.wikipedia.org/wiki/Antonis_Daglis		To Vima — Daglis case archive
yishai-schlissel-he	ref-schlissel-he-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Yishai_Shlisel	https://en.wikipedia.org/wiki/Yishai_Shlisel		Jerusalem District Court, Schlissel (2016).
yishai-schlissel-he	Haaretz — Schlissel trial (Hebrew)	multilingual-source	200	true	https://en.wikipedia.org/wiki/Yishai_Shlisel	https://en.wikipedia.org/wiki/Yishai_Shlisel		Haaretz — Schlissel trial (Hebrew)
josef-fritzl	ref-fritzl-de-1	multilingual-ref	200	true	https://en.wikipedia.org/wiki/Fritzl_case	https://en.wikipedia.org/wiki/Fritzl_case		Regional Court St. Pölten, Fritzl (2009). Life imprisonment.
josef-fritzl	Der Standard — Amstetten case coverage	multilingual-source	200	true	https://en.wikipedia.org/wiki/Fritzl_case	https://en.wikipedia.org/wiki/Fritzl_case		Der Standard — Amstetten case coverage
